0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
1.0,0.8562815004726044,0.8332491015785883,0.8107337455311878,0.9484568914892801,0.9220759169364144,0.8256934210858213,0.8579127125468352,0.590933808674171,0.7988589491156058,0.791495181199745,0.9039217829260231,0.4783705287544664,0.7723917616255211,0.847746846579621,0.844955026565043,0.8096465020684193,0.8938410001545634,0.9393840596778125
0.8436403651634972,1.0,0.9136726406015159,0.8020268643703645,0.8620644605201611,0.88253908664235,0.9012319965337522,0.8458689842124483,0.5951009714841252,0.8982856102658279,0.8777998465143476,0.8122027175893999,0.4828189762184514,0.840592521213025,0.9374304290654177,0.8779774379196238,0.907099761889192,0.8708914801472717,0.8892577860006945
0.8245562573442256,0.9165255597924417,1.0,0.7908607431154997,0.8365690880729753,0.8584172360855561,0.9041935864084368,0.8423391405771546,0.605471037509761,0.8983117861700081,0.8813864658501751,0.7960405554617206,0.4866669138630914,0.8693432721414913,0.9168979403058352,0.8931792166660647,0.8963625569073482,0.8609573960457889,0.8682297376157615
0.7963364053647152,0.8032720714076332,0.7864403826568918,1.0,0.7989013150141304,0.8006105381023195,0.8055689214866056,0.8306644817323954,0.5665459032249626,0.8334049559629176,0.8297856193284386,0.8227205072913208,0.4789863595272557,0.7756342453191859,0.8231089646944565,0.8151464145843843,0.8279757337437116,0.8346661774732104,0.8040317013048649
0.9479999015765677,0.8724416754210018,0.8436892193394862,0.8118622419528699,1.0,0.9452058703432487,0.8366860984702065,0.8603956679104275,0.5883148679380829,0.8099948002622547,0.799300784301985,0.89488242149597,0.47780842896974685,0.7798417395463431,0.8635639802060333,0.8511213866506488,0.823480364367613,0.9177556738118691,0.9574864763772362
0.9156170596975904,0.88381175885414,0.855476943395604,0.8012527764888392,0.9410208952146827,1.0,0.8561263661610979,0.8529163498732173,0.5961193534076983,0.8210160389330368,0.8104937132302574,0.8710345394192232,0.47417096976968426,0.7910508170536998,0.8745093786382295,0.8661191671923583,0.8392953958017312,0.8943267937427648,0.9326338795647886
0.7994200833796212,0.894103871097937,0.8939932657312649,0.7929027733221556,0.8127751679126188,0.8450323596510324,1.0,0.8097098160713351,0.5949138021913779,0.9248565855719794,0.9023795394828095,0.7580181834644035,0.4893805915192082,0.880491325551595,0.9156884822638696,0.8914417074149797,0.9462661359918342,0.8300362091978936,0.8338328954459214
0.8287648049300383,0.8286195026744617,0.8206189490526584,0.8110345834816051,0.8327276455421452,0.8339664180606466,0.8004127224284064,1.0,0.615892585779648,0.8130136090103933,0.7993093313641053,0.8344636861268824,0.4852184110671944,0.7711454565443581,0.828854915842995,0.8270077350313723,0.799623999122305,0.8381583494576246,0.840007927909253
0.5279086938198297,0.555470674474889,0.5586936367947672,0.522022055625331,0.5270260320915137,0.5542849586701056,0.5725057542541693,0.6086052287094718,1.0,0.5623227756631474,0.5892127839912987,0.530004232914875,0.731951577953168,0.6033001947885968,0.5461865825124157,0.6019906170984844,0.5581782724438513,0.5083788015101084,0.5322748994156999
0.769426201709507,0.8913229310588016,0.8878367738978619,0.8230990080753127,0.783131547134864,0.8078394013473381,0.9250670854090096,0.821970388770108,0.5860344861469854,1.0,0.9450126278768035,0.7542362094475469,0.49559041523260544,0.9000624225793439,0.9157340473409309,0.8818704507552745,0.946637555177331,0.8259368418543683,0.8120665388116579
