epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
369,1273.99,0.34449,0.26035,0.92591,0.98064,0.96429,0.96998,0.89276,0.34065,0.20376,0.87718,0.00127136,0.00127136,0.00127136
370,1277.23,0.34251,0.26764,0.91482,0.99912,0.96429,0.97303,0.91101,0.30961,0.16959,0.87122,0.00126938,0.00126938,0.00126938
371,1280.56,0.31993,0.2579,0.92698,1,0.94558,0.97141,0.90847,0.32638,0.20101,0.88054,0.0012674,0.0012674,0.0012674
372,1283.74,0.3151,0.24845,0.92446,1,0.94541,0.97068,0.91593,0.31807,0.20524,0.882,0.00126542,0.00126542,0.00126542
373,1286.84,0.32545,0.27082,0.91664,0.9818,0.96326,0.97027,0.91881,0.31881,0.19916,0.88402,0.00126344,0.00126344,0.00126344
374,1290.08,0.32608,0.25194,0.92038,0.94714,0.95997,0.96737,0.90769,0.36499,0.2195,0.89048,0.00126146,0.00126146,0.00126146
375,1293.26,0.3181,0.25412,0.92405,0.9818,0.96313,0.97089,0.91566,0.33587,0.21405,0.87376,0.00125948,0.00125948,0.00125948
376,1296.35,0.33003,0.26113,0.92661,0.93916,0.94643,0.96786,0.9131,0.32695,0.29383,0.87805,0.0012575,0.0012575,0.0012575
377,1299.37,0.32958,0.25387,0.9234,0.97198,0.94643,0.9719,0.91989,0.31601,0.25831,0.86926,0.00125552,0.00125552,0.00125552
378,1302.46,0.33505,0.26063,0.92117,0.97944,0.96429,0.97259,0.92115,0.31818,0.20284,0.87763,0.00125354,0.00125354,0.00125354
379,1305.62,0.35019,0.27778,0.92545,0.97942,0.96429,0.97429,0.92101,0.33205,0.20216,0.87907,0.00125156,0.00125156,0.00125156
380,1308.73,0.33661,0.26411,0.93717,0.98106,0.96429,0.97371,0.90813,0.32412,0.18772,0.88509,0.00124958,0.00124958,0.00124958
381,1311.84,0.31766,0.25812,0.91523,0.98181,0.96363,0.97239,0.90591,0.32755,0.18361,0.88743,0.0012476,0.0012476,0.0012476
382,1315.13,0.32661,0.25324,0.93246,0.9818,0.96352,0.97246,0.91775,0.31685,0.18546,0.87357,0.00124562,0.00124562,0.00124562
383,1318.46,0.31395,0.24671,0.91422,0.97968,0.96429,0.97223,0.92503,0.30108,0.18202,0.86092,0.00124364,0.00124364,0.00124364
384,1321.76,0.30673,0.23998,0.90963,0.99134,0.94643,0.9716,0.92159,0.31971,0.1969,0.86091,0.00124166,0.00124166,0.00124166
385,1325.09,0.309,0.24367,0.91923,0.97802,0.96429,0.97171,0.91994,0.29597,0.18443,0.86061,0.00123968,0.00123968,0.00123968
386,1328.4,0.33121,0.25501,0.929,0.97944,0.94643,0.9716,0.90847,0.3015,0.20895,0.8817,0.0012377,0.0012377,0.0012377
387,1331.71,0.31916,0.25298,0.92375,0.98042,0.96429,0.97334,0.91726,0.31201,0.19863,0.87353,0.00123572,0.00123572,0.00123572
388,1334.98,0.30838,0.24426,0.91572,0.9818,0.96319,0.97482,0.91226,0.31419,0.2037,0.87021,0.00123374,0.00123374,0.00123374
389,1338.35,0.32784,0.2521,0.90977,0.96425,0.9634,0.97521,0.91706,0.30781,0.20151,0.86639,0.00123176,0.00123176,0.00123176
390,1341.55,0.31131,0.25388,0.90744,0.96409,0.96429,0.97406,0.91816,0.32071,0.21702,0.86675,0.00122978,0.00122978,0.00122978
391,1344.83,0.3042,0.2341,0.91471,0.96315,0.96429,0.97276,0.9225,0.31089,0.22024,0.86537,0.0012278,0.0012278,0.0012278
392,1348.07,0.30589,0.23879,0.92203,0.96298,0.96429,0.97205,0.92439,0.30551,0.22378,0.86844,0.00122582,0.00122582,0.00122582
393,1351.17,0.31369,0.24893,0.92286,0.9637,0.96429,0.97257,0.92183,0.3009,0.21312,0.86495,0.00122384,0.00122384,0.00122384
394,1354.36,0.31871,0.25309,0.91484,0.97564,0.96429,0.97165,0.91914,0.30574,0.19965,0.86946,0.00122186,0.00122186,0.00122186
395,1357.56,0.3273,0.26075,0.92738,0.98104,0.96429,0.9734,0.91445,0.32354,0.18314,0.88029,0.00121988,0.00121988,0.00121988
396,1360.9,0.31793,0.26181,0.91525,0.98174,0.96039,0.97257,0.91344,0.33103,0.20312,0.88838,0.0012179,0.0012179,0.0012179
397,1364.15,0.3166,0.25578,0.92816,0.97941,0.96429,0.97531,0.92227,0.34242,0.19952,0.88884,0.00121592,0.00121592,0.00121592
398,1367.34,0.314,0.25722,0.93009,0.98181,0.96406,0.97428,0.92087,0.32834,0.19127,0.88371,0.00121394,0.00121394,0.00121394
399,1370.57,0.31422,0.25218,0.91164,0.96349,0.96429,0.97428,0.92092,0.32318,0.20221,0.87047,0.00121196,0.00121196,0.00121196
400,1373.76,0.31912,0.25107,0.92235,0.96216,0.96429,0.97352,0.91674,0.30034,0.20041,0.86977,0.00120998,0.00120998,0.00120998
401,1377.07,0.32316,0.24617,0.92755,0.996,0.94643,0.97496,0.9205,0.28258,0.18916,0.86531,0.001208,0.001208,0.001208
402,1380.42,0.34357,0.27402,0.92317,0.98031,0.96429,0.97429,0.92322,0.27025,0.17915,0.86711,0.00120602,0.00120602,0.00120602
403,1383.68,0.30401,0.23291,0.91719,0.98034,0.96429,0.97531,0.92521,0.28666,0.17218,0.86531,0.00120404,0.00120404,0.00120404
404,1386.88,0.29768,0.24081,0.91247,0.98078,0.96429,0.97483,0.91971,0.29173,0.17936,0.86542,0.00120206,0.00120206,0.00120206
405,1390.09,0.32582,0.24851,0.91305,0.98052,0.96429,0.97419,0.91853,0.29259,0.18275,0.86416,0.00120008,0.00120008,0.00120008
406,1393.32,0.31776,0.25005,0.9218,0.9793,0.96429,0.97275,0.91608,0.29034,0.18325,0.86636,0.0011981,0.0011981,0.0011981
407,1396.52,0.34422,0.26379,0.91706,0.98079,0.96429,0.97519,0.92289,0.29702,0.1843,0.86313,0.00119612,0.00119612,0.00119612
408,1399.86,0.33767,0.27169,0.92899,0.96428,0.96412,0.97415,0.92222,0.29802,0.2031,0.86474,0.00119414,0.00119414,0.00119414
409,1403.08,0.32272,0.24392,0.91938,0.99872,0.92857,0.96927,0.90921,0.31591,0.21346,0.8732,0.00119216,0.00119216,0.00119216
410,1406.33,0.32965,0.25688,0.9102,0.94733,0.96364,0.97072,0.91232,0.31014,0.20346,0.86969,0.00119018,0.00119018,0.00119018
411,1409.64,0.32927,0.25719,0.92469,0.95791,0.94643,0.97191,0.91878,0.34376,0.21658,0.87073,0.0011882,0.0011882,0.0011882
412,1412.9,0.33421,0.25633,0.90291,0.96425,0.96324,0.97601,0.92789,0.31812,0.19071,0.86406,0.00118622,0.00118622,0.00118622
413,1416.03,0.31242,0.24778,0.9326,0.9818,0.96339,0.97603,0.9211,0.32065,0.18457,0.86423,0.00118424,0.00118424,0.00118424
414,1419.21,0.30785,0.24448,0.90954,0.98115,0.96429,0.97652,0.91749,0.30522,0.17298,0.86825,0.00118226,0.00118226,0.00118226
415,1422.51,0.30164,0.24354,0.91453,0.98056,0.96429,0.97603,0.93027,0.31048,0.17185,0.8725,0.00118028,0.00118028,0.00118028
416,1425.96,0.30603,0.23939,0.92748,0.9809,0.96429,0.97424,0.92213,0.3105,0.18024,0.87614,0.0011783,0.0011783,0.0011783
417,1429.16,0.30105,0.24244,0.92006,0.98062,0.96429,0.97364,0.91029,0.31426,0.19792,0.88081,0.00117632,0.00117632,0.00117632
418,1432.37,0.32898,0.25663,0.90701,0.96255,0.96429,0.97521,0.91898,0.31041,0.20442,0.87003,0.00117434,0.00117434,0.00117434
419,1435.63,0.31458,0.24694,0.91828,0.98139,0.96429,0.97424,0.91787,0.31179,0.19367,0.87745,0.00117236,0.00117236,0.00117236
420,1438.9,0.31347,0.2449,0.90589,0.96131,0.94643,0.97261,0.91705,0.33779,0.24591,0.87974,0.00117038,0.00117038,0.00117038
421,1442.12,0.34068,0.25196,0.90921,0.9621,0.94643,0.97126,0.91916,0.3131,0.24988,0.86543,0.0011684,0.0011684,0.0011684
422,1445.4,0.29919,0.23395,0.9176,0.96423,0.96284,0.97044,0.91661,0.29643,0.2213,0.8661,0.00116642,0.00116642,0.00116642
423,1448.85,0.31416,0.24905,0.9141,0.97998,0.94643,0.97345,0.9227,0.29534,0.19263,0.86412,0.00116444,0.00116444,0.00116444
424,1452.17,0.30175,0.24825,0.92067,0.97931,0.94643,0.97367,0.92178,0.30318,0.18357,0.86896,0.00116246,0.00116246,0.00116246
425,1455.34,0.3042,0.24537,0.91212,0.9818,0.96317,0.97576,0.9292,0.3044,0.17496,0.86637,0.00116048,0.00116048,0.00116048
426,1458.54,0.28462,0.23025,0.90885,0.98021,0.96429,0.9767,0.93546,0.30322,0.17223,0.86396,0.0011585,0.0011585,0.0011585
427,1461.74,0.30057,0.23135,0.91067,0.98117,0.96429,0.97741,0.93284,0.29605,0.16199,0.85722,0.00115652,0.00115652,0.00115652
428,1464.97,0.2968,0.2315,0.90443,0.98047,0.94643,0.97601,0.94019,0.28692,0.17448,0.85015,0.00115454,0.00115454,0.00115454
429,1468.16,0.30924,0.23323,0.91062,0.98144,0.94444,0.97535,0.93066,0.28949,0.18412,0.85195,0.00115256,0.00115256,0.00115256
430,1471.34,0.31517,0.26264,0.93457,0.9818,0.96341,0.97633,0.93269,0.32032,0.19033,0.86062,0.00115058,0.00115058,0.00115058
431,1474.58,0.31217,0.23959,0.92049,0.98092,0.96429,0.97466,0.93471,0.32251,0.18317,0.86863,0.0011486,0.0011486,0.0011486
432,1477.82,0.29805,0.23656,0.89614,0.96329,0.96429,0.97216,0.92842,0.31277,0.20662,0.86278,0.00114662,0.00114662,0.00114662
433,1480.95,0.31484,0.25576,0.92841,0.96414,0.96015,0.97219,0.93081,0.32148,0.22389,0.86157,0.00114464,0.00114464,0.00114464
434,1484.18,0.29564,0.24081,0.92174,0.96425,0.96324,0.97485,0.92417,0.32488,0.22736,0.8597,0.00114266,0.00114266,0.00114266
435,1487.3,0.32071,0.25056,0.91593,0.96312,0.94643,0.97434,0.92106,0.31357,0.21223,0.8588,0.00114068,0.00114068,0.00114068
436,1490.45,0.3065,0.23861,0.92375,0.9642,0.96201,0.96983,0.90756,0.32225,0.2195,0.86823,0.0011387,0.0011387,0.0011387
437,1493.63,0.31183,0.24342,0.91,0.96419,0.96161,0.96737,0.9014,0.31595,0.212,0.86398,0.00113672,0.00113672,0.00113672
438,1496.95,0.29202,0.24901,0.90615,0.96423,0.9628,0.96794,0.91418,0.2863,0.18268,0.8523,0.00113474,0.00113474,0.00113474
439,1500.13,0.30837,0.24334,0.90185,0.96116,0.96429,0.97032,0.91242,0.28411,0.17531,0.85067,0.00113276,0.00113276,0.00113276
440,1503.15,0.29472,0.2329,0.9078,0.96375,0.94964,0.97088,0.90792,0.31258,0.19651,0.86108,0.00113078,0.00113078,0.00113078
441,1506.31,0.28957,0.24864,0.90561,0.97792,0.92857,0.96833,0.91568,0.30848,0.20209,0.86023,0.0011288,0.0011288,0.0011288
442,1509.37,0.28693,0.2247,0.91044,0.96424,0.96294,0.97182,0.92151,0.30391,0.20364,0.85879,0.00112682,0.00112682,0.00112682
443,1512.51,0.3133,0.24821,0.90494,0.96423,0.96279,0.97146,0.91147,0.29901,0.22131,0.86236,0.00112484,0.00112484,0.00112484
444,1515.71,0.29322,0.23096,0.90574,0.96369,0.96429,0.97093,0.90376,0.29277,0.19543,0.8577,0.00112286,0.00112286,0.00112286
445,1518.73,0.33019,0.25819,0.91458,0.9638,0.96429,0.97148,0.91749,0.31676,0.19961,0.85882,0.00112088,0.00112088,0.00112088
446,1521.89,0.30505,0.23467,0.91375,0.96249,0.96429,0.97264,0.92021,0.3214,0.21287,0.85812,0.0011189,0.0011189,0.0011189
447,1525.06,0.30729,0.23933,0.93175,0.96332,0.96429,0.97174,0.91102,0.31535,0.20586,0.86217,0.00111692,0.00111692,0.00111692
448,1528.18,0.32912,0.25074,0.90667,0.9952,0.94643,0.97345,0.92671,0.32458,0.21297,0.86424,0.00111494,0.00111494,0.00111494
449,1531.19,0.30158,0.23855,0.90917,0.96394,0.96429,0.97526,0.92431,0.33129,0.20444,0.8676,0.00111296,0.00111296,0.00111296
450,1534.34,0.31053,0.24581,0.92591,0.96081,0.96429,0.97672,0.92063,0.32974,0.18367,0.86621,0.00111098,0.00111098,0.00111098
451,1537.4,0.31961,0.24565,0.91944,0.98179,0.96263,0.9752,0.92625,0.3254,0.17759,0.85967,0.001109,0.001109,0.001109
452,1540.54,0.30465,0.23285,0.92573,0.98145,0.94643,0.97261,0.91601,0.32049,0.19972,0.86697,0.00110702,0.00110702,0.00110702
453,1543.55,0.3113,0.23478,0.90666,0.96235,0.94643,0.97094,0.91979,0.30946,0.22897,0.86497,0.00110504,0.00110504,0.00110504
454,1546.73,0.28089,0.22663,0.9082,0.95367,0.92857,0.96865,0.91926,0.2998,0.27495,0.85916,0.00110306,0.00110306,0.00110306
455,1549.89,0.29267,0.22727,0.92309,0.9549,0.92857,0.96611,0.91841,0.30117,0.2752,0.86125,0.00110108,0.00110108,0.00110108
456,1552.99,0.308,0.24922,0.92132,0.96017,0.92857,0.96828,0.91944,0.30758,0.25296,0.8624,0.0010991,0.0010991,0.0010991
457,1556.12,0.31291,0.24233,0.90775,0.95992,0.92857,0.96942,0.91632,0.32031,0.24272,0.86747,0.00109712,0.00109712,0.00109712
458,1559.19,0.30219,0.23266,0.91127,0.9463,0.94409,0.97029,0.91415,0.31827,0.25294,0.87178,0.00109514,0.00109514,0.00109514
459,1562.37,0.30744,0.24516,0.89483,0.96361,0.94562,0.97078,0.90964,0.31838,0.25182,0.88058,0.00109316,0.00109316,0.00109316
460,1565.5,0.29435,0.2372,0.91093,0.96363,0.94616,0.97358,0.91861,0.32157,0.23581,0.88352,0.00109118,0.00109118,0.00109118
461,1568.66,0.28539,0.23311,0.91078,0.96422,0.96256,0.97393,0.91753,0.31709,0.23945,0.88606,0.0010892,0.0010892,0.0010892
462,1571.75,0.30862,0.23896,0.91474,0.96154,0.94643,0.97219,0.91416,0.32396,0.23136,0.88975,0.00108722,0.00108722,0.00108722
463,1574.81,0.29635,0.23185,0.91269,0.92924,0.94643,0.9679,0.91161,0.30624,0.25327,0.88143,0.00108524,0.00108524,0.00108524
464,1577.96,0.31139,0.25146,0.90169,0.97503,0.94643,0.96888,0.92153,0.29722,0.24481,0.87119,0.00108326,0.00108326,0.00108326
465,1581.07,0.29933,0.23856,0.90664,0.95743,0.94643,0.96567,0.90263,0.30606,0.251,0.87225,0.00108128,0.00108128,0.00108128
466,1584.19,0.30344,0.24581,0.91299,0.95495,0.94643,0.96838,0.9159,0.31266,0.24925,0.87382,0.0010793,0.0010793,0.0010793
467,1587.29,0.28966,0.23567,0.92042,0.96363,0.94636,0.97104,0.90894,0.33014,0.2432,0.8797,0.00107732,0.00107732,0.00107732
468,1590.54,0.3012,0.23904,0.9209,0.9636,0.96429,0.97109,0.9172,0.31348,0.22486,0.87381,0.00107534,0.00107534,0.00107534
469,1593.67,0.29612,0.23337,0.91115,0.96381,0.96429,0.9722,0.91535,0.31948,0.21537,0.87295,0.00107336,0.00107336,0.00107336
470,1596.94,0.2971,0.23755,0.91012,0.96427,0.9638,0.97307,0.91061,0.31305,0.20038,0.8735,0.00107138,0.00107138,0.00107138
471,1600.08,0.29262,0.22812,0.9075,0.96425,0.96317,0.97192,0.91071,0.29913,0.19263,0.86421,0.0010694,0.0010694,0.0010694
472,1603.2,0.28371,0.22571,0.91889,0.96306,0.96429,0.97051,0.91216,0.30911,0.20444,0.86351,0.00106742,0.00106742,0.00106742
473,1606.3,0.26647,0.21731,0.90789,0.96426,0.96352,0.97021,0.90828,0.32719,0.21127,0.87283,0.00106544,0.00106544,0.00106544
474,1609.38,0.28727,0.22233,0.9052,0.96424,0.96301,0.9726,0.91547,0.3169,0.20726,0.87171,0.00106346,0.00106346,0.00106346
475,1612.62,0.30577,0.23447,0.91466,0.96423,0.96287,0.97359,0.92434,0.30679,0.20296,0.86323,0.00106148,0.00106148,0.00106148
476,1615.89,0.29748,0.23995,0.91679,0.96421,0.96215,0.97493,0.92291,0.29951,0.18923,0.86068,0.0010595,0.0010595,0.0010595
477,1619.02,0.31536,0.23435,0.91162,0.97987,0.94643,0.97617,0.93131,0.31608,0.18116,0.86819,0.00105752,0.00105752,0.00105752
478,1622.26,0.31431,0.24567,0.91688,0.98021,0.94643,0.97379,0.9235,0.31333,0.18048,0.86693,0.00105554,0.00105554,0.00105554
479,1625.36,0.27689,0.23313,0.91285,0.98177,0.96176,0.97482,0.92255,0.30352,0.17629,0.86684,0.00105356,0.00105356,0.00105356
480,1628.55,0.29428,0.22984,0.9021,0.98179,0.96263,0.97561,0.92563,0.3218,0.18026,0.8719,0.00105158,0.00105158,0.00105158
481,1631.79,0.30698,0.24751,0.91501,0.98169,0.95726,0.97566,0.91794,0.32452,0.19023,0.87749,0.0010496,0.0010496,0.0010496
482,1635.08,0.29757,0.24856,0.91859,0.96421,0.96232,0.97579,0.92111,0.32318,0.19746,0.87673,0.00104762,0.00104762,0.00104762
483,1638.23,0.3105,0.24269,0.91172,0.96263,0.94643,0.97464,0.92711,0.30944,0.20743,0.8734,0.00104564,0.00104564,0.00104564
484,1641.45,0.29277,0.22579,0.89687,0.96234,0.94643,0.9748,0.92569,0.31401,0.22074,0.86638,0.00104366,0.00104366,0.00104366
485,1644.53,0.27195,0.22075,0.89698,0.96232,0.94643,0.97385,0.91854,0.31383,0.21271,0.86919,0.00104168,0.00104168,0.00104168
486,1647.81,0.29159,0.22843,0.89937,0.96425,0.96317,0.97583,0.91377,0.32022,0.21133,0.87517,0.0010397,0.0010397,0.0010397
487,1651.3,0.30016,0.22912,0.91309,0.96422,0.9624,0.97748,0.93031,0.31494,0.19677,0.87715,0.00103772,0.00103772,0.00103772
488,1654.44,0.29012,0.22994,0.90943,0.98024,0.94643,0.97707,0.91821,0.32528,0.19204,0.87515,0.00103574,0.00103574,0.00103574
489,1657.62,0.27139,0.22568,0.90585,0.98079,0.94643,0.97671,0.91699,0.33793,0.18798,0.87423,0.00103376,0.00103376,0.00103376
490,1661.09,0.2999,0.23749,0.89808,0.97989,0.94643,0.97584,0.92697,0.33545,0.18934,0.87431,0.00103178,0.00103178,0.00103178
491,1664.46,0.29634,0.23132,0.91513,0.98146,0.94517,0.97426,0.92303,0.32655,0.1979,0.87149,0.0010298,0.0010298,0.0010298
492,1667.88,0.29019,0.22728,0.91296,0.98087,0.92857,0.97303,0.92508,0.31461,0.21437,0.87203,0.00102782,0.00102782,0.00102782
493,1671.43,0.30239,0.2408,0.91296,0.97594,0.92857,0.97099,0.91837,0.30742,0.217,0.87025,0.00102584,0.00102584,0.00102584
494,1674.72,0.28605,0.22755,0.90254,0.92783,0.94643,0.96845,0.90062,0.3131,0.23595,0.87284,0.00102386,0.00102386,0.00102386
495,1678.18,0.28068,0.21822,0.90661,0.98141,0.94269,0.96983,0.91054,0.31084,0.23249,0.87249,0.00102188,0.00102188,0.00102188
496,1681.34,0.30447,0.24102,0.91584,0.98107,0.94643,0.9687,0.90944,0.32586,0.1997,0.87421,0.0010199,0.0010199,0.0010199
497,1684.53,0.28459,0.23402,0.90891,0.98145,0.9446,0.96801,0.91102,0.32363,0.19558,0.87657,0.00101792,0.00101792,0.00101792
498,1687.81,0.3009,0.24585,0.91578,0.96264,0.94643,0.96945,0.92506,0.30051,0.18164,0.86225,0.00101594,0.00101594,0.00101594
499,1691.06,0.29174,0.23145,0.9056,0.96421,0.96224,0.97103,0.92763,0.2975,0.18863,0.85591,0.00101396,0.00101396,0.00101396
500,1694.23,0.29693,0.24806,0.89206,0.98147,0.9459,0.97016,0.92396,0.29395,0.18301,0.85391,0.00101198,0.00101198,0.00101198
501,1697.48,0.3018,0.23027,0.90414,0.98143,0.94365,0.96932,0.92205,0.29605,0.17457,0.86043,0.00101,0.00101,0.00101
502,1700.75,0.28953,0.22941,0.91454,0.98146,0.94512,0.97018,0.92037,0.29752,0.18885,0.86137,0.00100802,0.00100802,0.00100802
503,1703.93,0.29776,0.2468,0.90901,0.9623,0.96429,0.97054,0.91363,0.30505,0.19007,0.85951,0.00100604,0.00100604,0.00100604
504,1707.19,0.28537,0.22124,0.89004,0.97545,0.94643,0.97025,0.91293,0.30374,0.19609,0.85792,0.00100406,0.00100406,0.00100406
505,1710.37,0.2938,0.23188,0.90052,0.96129,0.96429,0.97084,0.92209,0.28582,0.17579,0.85677,0.00100208,0.00100208,0.00100208
506,1713.51,0.29101,0.22695,0.91386,0.98089,0.96429,0.97344,0.93293,0.27761,0.16644,0.85812,0.0010001,0.0010001,0.0010001
507,1716.7,0.284,0.22473,0.91511,0.96425,0.96328,0.97202,0.92296,0.30712,0.17181,0.8657,0.00099812,0.00099812,0.00099812
508,1720.02,0.30096,0.23612,0.902,0.97917,0.94643,0.97251,0.92607,0.29764,0.1744,0.85814,0.00099614,0.00099614,0.00099614
509,1723.33,0.29551,0.23668,0.90755,0.97865,0.94643,0.97166,0.92467,0.29398,0.18601,0.85844,0.00099416,0.00099416,0.00099416
510,1726.65,0.29327,0.23596,0.90198,0.97505,0.94643,0.97117,0.92726,0.2948,0.18961,0.8576,0.00099218,0.00099218,0.00099218
511,1729.85,0.28621,0.22165,0.89187,0.96361,0.94643,0.97139,0.93075,0.28786,0.17856,0.85554,0.0009902,0.0009902,0.0009902
512,1733.07,0.28669,0.22964,0.91448,0.96428,0.96406,0.97129,0.93563,0.29131,0.17289,0.84745,0.00098822,0.00098822,0.00098822
513,1736.41,0.30561,0.24001,0.90993,0.96427,0.96386,0.97071,0.91705,0.28531,0.19282,0.84814,0.00098624,0.00098624,0.00098624
514,1739.59,0.28394,0.23833,0.91476,0.95846,0.94643,0.96947,0.91963,0.29351,0.2128,0.84791,0.00098426,0.00098426,0.00098426
515,1742.75,0.27836,0.22658,0.90637,0.96935,0.94643,0.97191,0.92461,0.28875,0.21275,0.8484,0.00098228,0.00098228,0.00098228
516,1746.07,0.29378,0.22679,0.91877,0.94732,0.96331,0.97066,0.92846,0.29067,0.21129,0.84789,0.0009803,0.0009803,0.0009803
517,1749.21,0.31065,0.24013,0.921,0.94718,0.96429,0.96977,0.91899,0.28452,0.21719,0.85155,0.00097832,0.00097832,0.00097832
518,1752.49,0.27958,0.22943,0.90407,0.94735,0.96397,0.96892,0.9187,0.29042,0.24653,0.85018,0.00097634,0.00097634,0.00097634
519,1755.64,0.28679,0.23306,0.89608,0.9456,0.96429,0.96888,0.91537,0.29726,0.23633,0.85566,0.00097436,0.00097436,0.00097436
520,1758.95,0.2998,0.23869,0.89696,0.97904,0.92857,0.96893,0.91767,0.28792,0.22493,0.86058,0.00097238,0.00097238,0.00097238
521,1762.23,0.29003,0.23008,0.9049,0.92933,0.96429,0.97008,0.92155,0.29394,0.21044,0.8675,0.0009704,0.0009704,0.0009704
522,1765.54,0.30789,0.2438,0.91404,0.99128,0.92857,0.97136,0.92156,0.30025,0.18256,0.8658,0.00096842,0.00096842,0.00096842
523,1768.77,0.27301,0.21779,0.90115,0.9642,0.96189,0.97322,0.92155,0.29702,0.17717,0.86702,0.00096644,0.00096644,0.00096644
524,1771.97,0.28598,0.2285,0.91238,0.96423,0.96288,0.97463,0.92316,0.29942,0.17407,0.85971,0.00096446,0.00096446,0.00096446
525,1775.08,0.29018,0.23311,0.89837,0.96289,0.96429,0.97477,0.93064,0.3131,0.17924,0.86241,0.00096248,0.00096248,0.00096248
526,1778.11,0.27203,0.21918,0.89888,0.98055,0.94643,0.97388,0.91911,0.31716,0.18725,0.86106,0.0009605,0.0009605,0.0009605
527,1781.3,0.29425,0.22034,0.90972,0.96424,0.96294,0.97337,0.92819,0.29612,0.17456,0.85343,0.00095852,0.00095852,0.00095852
528,1784.43,0.28049,0.22058,0.90156,0.98546,0.92857,0.97319,0.92501,0.28857,0.1695,0.85206,0.00095654,0.00095654,0.00095654
