epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,616.705,0.40478,0.3163,0.96457,0.94477,0.91646,0.9499,0.87396,0.3925,0.32389,0.91376,0.00164162,0.00164162,0.00164162
183,620.095,0.38701,0.30924,0.96552,0.96345,0.94157,0.96793,0.89396,0.35959,0.27314,0.89491,0.00163964,0.00163964,0.00163964
184,623.473,0.4052,0.31083,0.94969,0.96359,0.94511,0.96907,0.90844,0.34182,0.27066,0.87636,0.00163766,0.00163766,0.00163766
185,626.82,0.40683,0.32424,0.95525,0.96416,0.96075,0.96857,0.91392,0.33224,0.26411,0.88559,0.00163568,0.00163568,0.00163568
186,630.251,0.37448,0.29137,0.96012,0.96905,0.96429,0.96956,0.90238,0.35112,0.26342,0.87823,0.0016337,0.0016337,0.0016337
187,633.608,0.42623,0.33418,0.96951,0.98057,0.96429,0.969,0.91184,0.34307,0.25635,0.87034,0.00163172,0.00163172,0.00163172
188,636.976,0.40653,0.3243,0.95844,0.96027,0.94643,0.96341,0.889,0.32631,0.2755,0.87838,0.00162974,0.00162974,0.00162974
189,640.269,0.39902,0.31085,0.95523,0.98059,0.90223,0.96193,0.89685,0.32656,0.28554,0.87653,0.00162776,0.00162776,0.00162776
190,643.56,0.39309,0.34216,0.96105,0.97883,0.92857,0.96566,0.90352,0.32204,0.26857,0.87053,0.00162578,0.00162578,0.00162578
191,646.945,0.39983,0.33205,0.94571,1,0.9453,0.97002,0.90941,0.34086,0.25254,0.87678,0.0016238,0.0016238,0.0016238
192,650.273,0.39839,0.3118,0.98115,0.99766,0.94643,0.97253,0.9005,0.33923,0.23177,0.88698,0.00162182,0.00162182,0.00162182
193,653.665,0.3907,0.31142,0.95875,0.96226,0.96429,0.9718,0.90257,0.33675,0.23193,0.89,0.00161984,0.00161984,0.00161984
194,656.992,0.38864,0.32209,0.96464,0.98082,0.94643,0.96418,0.89275,0.37784,0.27921,0.89579,0.00161786,0.00161786,0.00161786
195,660.39,0.40102,0.31433,0.94467,0.92738,0.96429,0.96482,0.88728,0.34285,0.24496,0.88924,0.00161588,0.00161588,0.00161588
196,663.773,0.38822,0.30639,0.96819,0.91474,0.95801,0.96125,0.87019,0.35689,0.26286,0.90291,0.0016139,0.0016139,0.0016139
197,667.195,0.39884,0.31259,0.94868,0.94521,0.92431,0.95564,0.8507,0.39939,0.33326,0.92956,0.00161192,0.00161192,0.00161192
198,670.499,0.40912,0.31663,0.94875,0.8803,0.96429,0.95469,0.85468,0.38177,0.33274,0.92635,0.00160994,0.00160994,0.00160994
199,673.863,0.38006,0.30752,0.94168,0.95771,0.92857,0.96117,0.8929,0.356,0.30886,0.88599,0.00160796,0.00160796,0.00160796
200,677.249,0.38852,0.31627,0.94608,0.99658,0.91071,0.95921,0.86205,0.39386,0.29076,0.91773,0.00160598,0.00160598,0.00160598
201,680.671,0.43873,0.32273,0.97194,1,0.94483,0.97132,0.88513,0.38377,0.24387,0.91608,0.001604,0.001604,0.001604
202,684.051,0.37355,0.29571,0.94903,0.97914,0.94643,0.96959,0.89566,0.38557,0.24693,0.89704,0.00160202,0.00160202,0.00160202
203,687.373,0.39445,0.31069,0.94933,0.97528,0.94643,0.96172,0.87968,0.36188,0.29635,0.87502,0.00160004,0.00160004,0.00160004
204,690.72,0.39995,0.32658,0.97218,0.97343,0.92857,0.96236,0.87419,0.366,0.26233,0.88191,0.00159806,0.00159806,0.00159806
205,694.057,0.39058,0.30924,0.95908,0.97783,0.94643,0.96521,0.889,0.36593,0.25384,0.88559,0.00159608,0.00159608,0.00159608
206,697.443,0.39028,0.3093,0.93944,0.99797,0.96429,0.97015,0.89074,0.35,0.22912,0.88176,0.0015941,0.0015941,0.0015941
207,700.744,0.39855,0.31587,0.95939,0.99881,0.94643,0.96939,0.89793,0.3585,0.26028,0.88068,0.00159212,0.00159212,0.00159212
208,704.23,0.38078,0.30471,0.94755,0.99279,0.94643,0.96585,0.89704,0.32931,0.2455,0.88817,0.00159014,0.00159014,0.00159014
209,707.524,0.38229,0.303,0.95105,0.97709,0.94643,0.96654,0.90693,0.33435,0.254,0.88387,0.00158816,0.00158816,0.00158816
210,710.985,0.39149,0.31097,0.97856,0.97064,0.94643,0.96193,0.86795,0.36787,0.36951,0.89235,0.00158618,0.00158618,0.00158618
211,714.361,0.40658,0.32665,0.9728,0.95961,0.94643,0.96578,0.87427,0.37684,0.27544,0.89535,0.0015842,0.0015842,0.0015842
212,717.684,0.40114,0.30034,0.95633,0.98974,0.92857,0.95329,0.88109,0.36788,0.26259,0.89445,0.00158222,0.00158222,0.00158222
213,721.066,0.38006,0.30029,0.94773,0.97819,0.94643,0.9677,0.89501,0.35302,0.27265,0.87949,0.00158024,0.00158024,0.00158024
214,724.37,0.40871,0.31268,0.93392,0.94622,0.96429,0.96625,0.88982,0.33201,0.28087,0.878,0.00157826,0.00157826,0.00157826
215,727.737,0.40201,0.30881,0.96496,0.94505,0.96429,0.96631,0.89356,0.35022,0.25883,0.88483,0.00157628,0.00157628,0.00157628
216,731.213,0.39872,0.3195,0.9594,0.96345,0.94151,0.9671,0.89543,0.34791,0.26851,0.87768,0.0015743,0.0015743,0.0015743
217,734.53,0.42232,0.33413,0.96052,0.94454,0.96429,0.96835,0.8926,0.36891,0.26633,0.87341,0.00157232,0.00157232,0.00157232
218,737.905,0.40835,0.32421,0.95621,0.9595,0.96429,0.9688,0.89523,0.34011,0.27336,0.89014,0.00157034,0.00157034,0.00157034
219,741.251,0.39247,0.31435,0.95294,0.94312,0.96429,0.96563,0.89494,0.35909,0.29604,0.89447,0.00156836,0.00156836,0.00156836
220,744.626,0.39754,0.32245,0.95515,0.96201,0.96429,0.96802,0.89579,0.35412,0.28651,0.90114,0.00156638,0.00156638,0.00156638
221,748.193,0.38888,0.30214,0.96253,0.963,0.96429,0.96873,0.88572,0.37813,0.2586,0.90246,0.0015644,0.0015644,0.0015644
222,751.658,0.36577,0.29202,0.95202,0.98085,0.96429,0.96865,0.9141,0.34402,0.24596,0.87649,0.00156242,0.00156242,0.00156242
223,755.104,0.38116,0.30331,0.94913,0.98023,0.94643,0.96916,0.91016,0.34393,0.25528,0.87153,0.00156044,0.00156044,0.00156044
224,758.509,0.3636,0.28015,0.94378,1,0.96413,0.97105,0.89127,0.3774,0.23744,0.89441,0.00155846,0.00155846,0.00155846
225,761.949,0.39433,0.30943,0.94965,0.97972,0.96429,0.97178,0.89066,0.39132,0.2517,0.91569,0.00155648,0.00155648,0.00155648
226,765.416,0.37036,0.29329,0.94956,0.9638,0.96429,0.9693,0.90051,0.35145,0.22552,0.87811,0.0015545,0.0015545,0.0015545
227,768.808,0.4187,0.30497,0.9477,0.931,0.96374,0.96687,0.88009,0.38742,0.27925,0.91811,0.00155252,0.00155252,0.00155252
228,772.252,0.37699,0.29583,0.95079,0.94559,0.94643,0.96784,0.91245,0.29305,0.25538,0.85798,0.00155054,0.00155054,0.00155054
229,775.641,0.38528,0.29757,0.95003,0.94646,0.96429,0.96963,0.90512,0.3227,0.23984,0.87983,0.00154856,0.00154856,0.00154856
230,779.115,0.39217,0.30341,0.94568,0.96379,0.96429,0.96875,0.89329,0.37881,0.27592,0.90874,0.00154658,0.00154658,0.00154658
231,782.473,0.41094,0.3107,0.96852,0.99352,0.91071,0.96768,0.9083,0.34383,0.25198,0.88412,0.0015446,0.0015446,0.0015446
232,785.912,0.43642,0.33131,0.95781,0.98143,0.9437,0.96979,0.89797,0.33299,0.23637,0.88342,0.00154262,0.00154262,0.00154262
233,789.242,0.38379,0.29935,0.93087,0.99549,0.92857,0.96836,0.90179,0.33584,0.24965,0.88715,0.00154064,0.00154064,0.00154064
234,792.598,0.41042,0.31403,0.95368,0.98182,0.96416,0.96946,0.89728,0.36478,0.24423,0.89389,0.00153866,0.00153866,0.00153866
235,795.947,0.38816,0.29601,0.96967,0.96334,0.93848,0.96756,0.88705,0.36475,0.24417,0.90448,0.00153668,0.00153668,0.00153668
236,799.314,0.35765,0.28504,0.94916,0.94562,0.96429,0.96626,0.89888,0.35098,0.24028,0.88644,0.0015347,0.0015347,0.0015347
237,802.63,0.37433,0.29268,0.90524,0.98147,0.94582,0.96975,0.90815,0.34525,0.24266,0.87475,0.00153272,0.00153272,0.00153272
238,806.14,0.40595,0.31692,0.96435,0.99153,0.96429,0.97226,0.90712,0.34598,0.23619,0.8724,0.00153074,0.00153074,0.00153074
239,809.494,0.34738,0.28337,0.94226,0.94634,0.94476,0.96462,0.90305,0.36767,0.27033,0.88424,0.00152876,0.00152876,0.00152876
240,812.877,0.38629,0.30668,0.95881,0.97666,0.94643,0.97121,0.90447,0.36641,0.27369,0.88675,0.00152678,0.00152678,0.00152678
241,816.206,0.37484,0.30025,0.94133,0.96418,0.96138,0.97066,0.89443,0.37474,0.28902,0.89726,0.0015248,0.0015248,0.0015248
242,819.544,0.38535,0.30673,0.96117,0.96419,0.96155,0.97146,0.90299,0.34762,0.26931,0.88937,0.00152282,0.00152282,0.00152282
243,822.939,0.38702,0.32644,0.94836,0.98181,0.96392,0.96994,0.89095,0.34957,0.2385,0.88128,0.00152084,0.00152084,0.00152084
244,826.318,0.36066,0.29533,0.92769,0.97936,0.92857,0.96718,0.89464,0.34027,0.2634,0.87401,0.00151886,0.00151886,0.00151886
245,829.729,0.38163,0.2899,0.94686,0.97885,0.92857,0.96631,0.9012,0.32531,0.2484,0.86946,0.00151688,0.00151688,0.00151688
246,833.131,0.37675,0.28888,0.94951,0.98466,0.94643,0.96465,0.89431,0.3532,0.26099,0.87865,0.0015149,0.0015149,0.0015149
247,836.49,0.41565,0.33061,0.95665,0.95998,0.94643,0.9612,0.89072,0.33884,0.25434,0.88113,0.00151292,0.00151292,0.00151292
248,839.907,0.36766,0.29283,0.93758,0.95496,0.94643,0.96569,0.89486,0.31835,0.23741,0.87657,0.00151094,0.00151094,0.00151094
249,843.269,0.40367,0.29927,0.95527,0.97829,0.94643,0.96878,0.8898,0.35588,0.22867,0.89795,0.00150896,0.00150896,0.00150896
250,846.602,0.35624,0.28755,0.94214,0.99742,0.94643,0.96702,0.88398,0.35992,0.22291,0.88924,0.00150698,0.00150698,0.00150698
251,850.007,0.37356,0.29245,0.93799,0.96243,0.94643,0.96585,0.87086,0.35577,0.27011,0.88042,0.001505,0.001505,0.001505
252,853.552,0.36316,0.29106,0.96658,0.96364,0.94642,0.96296,0.88375,0.34587,0.26639,0.8797,0.00150302,0.00150302,0.00150302
253,856.951,0.36034,0.29875,0.94456,0.96423,0.96287,0.96877,0.89289,0.356,0.24786,0.88854,0.00150104,0.00150104,0.00150104
254,860.311,0.3696,0.27723,0.94033,0.9433,0.96429,0.96853,0.89036,0.34287,0.25885,0.89951,0.00149906,0.00149906,0.00149906
255,863.713,0.35805,0.28106,0.94508,1,0.94244,0.96456,0.88663,0.3357,0.29935,0.87236,0.00149708,0.00149708,0.00149708
256,867.046,0.3669,0.28568,0.94439,1,0.94528,0.96626,0.89447,0.35529,0.26166,0.88049,0.0014951,0.0014951,0.0014951
257,870.38,0.38106,0.30201,0.96123,0.97933,0.94643,0.96747,0.89318,0.37056,0.23312,0.87964,0.00149312,0.00149312,0.00149312
258,873.727,0.4065,0.31033,0.96494,0.97939,0.94643,0.96941,0.90674,0.31585,0.22264,0.86451,0.00149114,0.00149114,0.00149114
259,877.036,0.3934,0.31106,0.93785,0.99814,0.94643,0.97281,0.9177,0.32049,0.20928,0.86381,0.00148916,0.00148916,0.00148916
260,880.493,0.36974,0.28058,0.9354,0.98178,0.96213,0.97126,0.91936,0.30851,0.20045,0.86484,0.00148718,0.00148718,0.00148718
261,883.804,0.3707,0.29315,0.93402,0.97995,0.96429,0.96982,0.91426,0.31455,0.20808,0.8619,0.0014852,0.0014852,0.0014852
262,887.108,0.36535,0.292,0.93852,0.97961,0.96429,0.97115,0.912,0.33319,0.21897,0.87726,0.00148322,0.00148322,0.00148322
263,890.439,0.35817,0.28648,0.94104,1,0.96405,0.97193,0.90779,0.33102,0.215,0.87448,0.00148124,0.00148124,0.00148124
264,893.866,0.3967,0.29774,0.96565,0.99804,0.94643,0.97126,0.91244,0.31059,0.20878,0.86813,0.00147926,0.00147926,0.00147926
265,897.202,0.3663,0.27596,0.95012,1,0.94483,0.97034,0.91043,0.29402,0.20308,0.86089,0.00147728,0.00147728,0.00147728
266,900.553,0.35662,0.27751,0.95041,0.97997,0.94643,0.96944,0.92366,0.30584,0.22356,0.85463,0.0014753,0.0014753,0.0014753
267,903.984,0.32851,0.26518,0.93364,0.98007,0.94643,0.96957,0.91262,0.29665,0.21684,0.86066,0.00147332,0.00147332,0.00147332
268,907.393,0.36521,0.27719,0.95489,0.98023,0.96429,0.97252,0.91239,0.32081,0.20902,0.87609,0.00147134,0.00147134,0.00147134
269,910.699,0.372,0.30377,0.95764,0.98124,0.94643,0.97425,0.90133,0.34869,0.20926,0.88976,0.00146936,0.00146936,0.00146936
270,913.993,0.37781,0.29986,0.94303,0.9795,0.94643,0.97372,0.90836,0.3467,0.21607,0.89498,0.00146738,0.00146738,0.00146738
271,917.399,0.35858,0.28727,0.94214,0.96387,0.95278,0.96962,0.89663,0.34231,0.24328,0.89336,0.0014654,0.0014654,0.0014654
272,920.76,0.37558,0.28607,0.95194,0.9402,0.96429,0.96788,0.87992,0.36055,0.24011,0.92276,0.00146342,0.00146342,0.00146342
273,924.135,0.37982,0.29644,0.95397,0.98162,0.96429,0.97064,0.90175,0.33234,0.21089,0.88296,0.00146144,0.00146144,0.00146144
274,927.511,0.35141,0.2829,0.94012,0.99909,0.94643,0.96457,0.90534,0.34277,0.22784,0.88327,0.00145946,0.00145946,0.00145946
275,931.005,0.35645,0.27079,0.93869,0.97974,0.94643,0.96266,0.89324,0.3606,0.2366,0.88824,0.00145748,0.00145748,0.00145748
276,934.39,0.36904,0.27642,0.94617,1,0.94309,0.96917,0.90495,0.33225,0.2126,0.88687,0.0014555,0.0014555,0.0014555
277,937.697,0.37328,0.29909,0.94251,1,0.94099,0.96998,0.91151,0.32405,0.20489,0.87088,0.00145352,0.00145352,0.00145352
278,941.058,0.36838,0.28526,0.94102,1,0.94434,0.96776,0.90784,0.33371,0.21495,0.87331,0.00145154,0.00145154,0.00145154
279,944.479,0.36565,0.28847,0.93518,1,0.94011,0.97297,0.91381,0.34543,0.21771,0.87206,0.00144956,0.00144956,0.00144956
280,947.845,0.37031,0.28833,0.94519,1,0.94307,0.9717,0.8951,0.35259,0.23833,0.88677,0.00144758,0.00144758,0.00144758
281,951.148,0.39226,0.29291,0.9489,1,0.94592,0.96775,0.87956,0.34021,0.24737,0.89242,0.0014456,0.0014456,0.0014456
282,954.6,0.36179,0.28056,0.95758,0.98175,0.96081,0.96915,0.88273,0.33698,0.23144,0.87987,0.00144362,0.00144362,0.00144362
283,957.993,0.33683,0.25573,0.93852,0.98011,0.96429,0.97123,0.89105,0.35108,0.2247,0.88094,0.00144164,0.00144164,0.00144164
284,961.335,0.37441,0.2929,0.94634,0.98139,0.96429,0.97216,0.90676,0.35454,0.222,0.88403,0.00143966,0.00143966,0.00143966
285,964.614,0.37538,0.28553,0.95141,0.98146,0.94535,0.97077,0.8979,0.32369,0.22031,0.88072,0.00143768,0.00143768,0.00143768
286,968.085,0.35227,0.28568,0.92541,0.98021,0.94643,0.97119,0.90384,0.33084,0.22503,0.87463,0.0014357,0.0014357,0.0014357
287,971.46,0.34941,0.28342,0.94177,0.98111,0.94643,0.96519,0.8961,0.3289,0.21641,0.87247,0.00143372,0.00143372,0.00143372
288,974.852,0.34825,0.28653,0.94718,0.98147,0.94568,0.96786,0.89857,0.34163,0.22002,0.87497,0.00143174,0.00143174,0.00143174
289,978.171,0.37134,0.28953,0.94558,0.98012,0.92857,0.96787,0.90574,0.33948,0.23334,0.88105,0.00142976,0.00142976,0.00142976
290,981.635,0.37378,0.29149,0.92218,0.97729,0.92857,0.9614,0.87261,0.35578,0.28715,0.8864,0.00142778,0.00142778,0.00142778
291,984.972,0.36394,0.28746,0.92883,0.97521,0.92857,0.96386,0.87563,0.35417,0.28882,0.88848,0.0014258,0.0014258,0.0014258
292,988.286,0.37728,0.28264,0.94094,0.99667,0.94643,0.97091,0.90228,0.34486,0.21075,0.87638,0.00142382,0.00142382,0.00142382
293,991.592,0.38199,0.2854,0.95839,0.97854,0.94643,0.97111,0.90289,0.35136,0.20686,0.8961,0.00142184,0.00142184,0.00142184
294,994.922,0.36741,0.2786,0.94629,0.98848,0.94643,0.96905,0.89766,0.35646,0.2356,0.90423,0.00141986,0.00141986,0.00141986
295,998.232,0.36699,0.2851,0.94832,0.99135,0.92857,0.96997,0.90199,0.34271,0.21723,0.89122,0.00141788,0.00141788,0.00141788
296,1001.6,0.36508,0.26727,0.93755,0.98101,0.94643,0.97284,0.91309,0.32471,0.2075,0.88301,0.0014159,0.0014159,0.0014159
297,1004.9,0.37235,0.28275,0.94028,0.9818,0.96342,0.97344,0.91706,0.33198,0.21539,0.88861,0.00141392,0.00141392,0.00141392
298,1008.32,0.36729,0.2858,0.92436,0.97318,0.96429,0.97232,0.90965,0.32125,0.23247,0.88516,0.00141194,0.00141194,0.00141194
299,1011.64,0.34446,0.27405,0.92598,0.94607,0.96429,0.97015,0.90429,0.3033,0.23317,0.8801,0.00140996,0.00140996,0.00140996
300,1015.08,0.36927,0.28972,0.96392,0.99131,0.96429,0.97244,0.91575,0.31055,0.20032,0.88312,0.00140798,0.00140798,0.00140798
301,1018.44,0.35842,0.28152,0.94004,0.98476,0.96429,0.97407,0.89814,0.3119,0.18715,0.88508,0.001406,0.001406,0.001406
302,1021.87,0.352,0.2837,0.95236,0.98123,0.96429,0.97226,0.91194,0.31251,0.19168,0.88229,0.00140402,0.00140402,0.00140402
303,1025.3,0.35554,0.27306,0.92485,0.99683,0.94643,0.97072,0.91351,0.29735,0.20272,0.87396,0.00140204,0.00140204,0.00140204
304,1028.68,0.36563,0.27655,0.94439,0.9935,0.94643,0.97151,0.90571,0.32251,0.2127,0.88808,0.00140006,0.00140006,0.00140006
305,1032.07,0.36902,0.27772,0.95283,0.98114,0.96429,0.97274,0.90608,0.32439,0.19833,0.89201,0.00139808,0.00139808,0.00139808
306,1035.46,0.36296,0.28319,0.94665,0.98073,0.96429,0.97198,0.91027,0.31714,0.20001,0.87899,0.0013961,0.0013961,0.0013961
307,1038.82,0.34835,0.27142,0.93443,0.97994,0.96429,0.97311,0.91637,0.30484,0.18873,0.87411,0.00139412,0.00139412,0.00139412
308,1042.51,0.35837,0.2742,0.92628,0.97982,0.96429,0.97226,0.91617,0.33794,0.20139,0.87889,0.00139214,0.00139214,0.00139214
309,1045.86,0.36395,0.28326,0.93957,0.99338,0.92857,0.96866,0.90752,0.34063,0.20898,0.89102,0.00139016,0.00139016,0.00139016
310,1049.25,0.35484,0.28844,0.93756,0.98065,0.94643,0.96848,0.90105,0.32882,0.20241,0.88192,0.00138818,0.00138818,0.00138818
311,1053.55,0.34816,0.28422,0.92648,0.97545,0.94643,0.96987,0.9054,0.33066,0.20034,0.87362,0.0013862,0.0013862,0.0013862
312,1057.61,0.34748,0.27423,0.95633,0.97986,0.92857,0.97045,0.89343,0.33715,0.21678,0.88163,0.00138422,0.00138422,0.00138422
313,1061.63,0.3541,0.27196,0.93652,0.98179,0.96297,0.97241,0.89944,0.35426,0.1992,0.88529,0.00138224,0.00138224,0.00138224
314,1065.5,0.32463,0.25201,0.92782,0.96296,0.96429,0.97264,0.91007,0.32944,0.20861,0.89811,0.00138026,0.00138026,0.00138026
315,1069.28,0.3546,0.27239,0.92569,0.98056,0.96429,0.97274,0.90798,0.34009,0.20128,0.90624,0.00137828,0.00137828,0.00137828
316,1073.08,0.34351,0.27164,0.92699,0.96162,0.94643,0.96973,0.88665,0.34074,0.22999,0.89786,0.0013763,0.0013763,0.0013763
317,1077.61,0.3445,0.27862,0.93988,0.96356,0.96429,0.97039,0.90402,0.32775,0.22604,0.88337,0.00137432,0.00137432,0.00137432
318,1082.04,0.36663,0.29128,0.93244,0.94725,0.96212,0.96718,0.90171,0.3142,0.25786,0.87175,0.00137234,0.00137234,0.00137234
319,1086.1,0.34866,0.27515,0.92946,0.97817,0.94643,0.96868,0.91793,0.30339,0.20711,0.86011,0.00137036,0.00137036,0.00137036
320,1090.14,0.31864,0.26222,0.91853,0.97942,0.92857,0.97103,0.92258,0.31241,0.2206,0.86782,0.00136838,0.00136838,0.00136838
321,1094.1,0.35614,0.29076,0.92865,0.98734,0.92857,0.97365,0.92394,0.30311,0.19886,0.86638,0.0013664,0.0013664,0.0013664
322,1097.92,0.35938,0.2821,0.93598,0.99386,0.94643,0.96996,0.90927,0.32049,0.20936,0.86565,0.00136442,0.00136442,0.00136442
323,1101.82,0.34317,0.27627,0.93317,0.97055,0.94643,0.96947,0.90286,0.30273,0.20876,0.85875,0.00136244,0.00136244,0.00136244
324,1105.39,0.34183,0.26772,0.92114,0.94728,0.96258,0.9702,0.90169,0.31633,0.19759,0.87134,0.00136046,0.00136046,0.00136046
325,1108.79,0.34549,0.27735,0.93718,0.96309,0.94643,0.96947,0.90546,0.32861,0.21608,0.87146,0.00135848,0.00135848,0.00135848
326,1112.25,0.33685,0.27648,0.91447,0.9818,0.96321,0.97275,0.91109,0.32765,0.20059,0.86334,0.0013565,0.0013565,0.0013565
327,1115.67,0.34328,0.26085,0.92787,0.98179,0.96287,0.97406,0.90759,0.32078,0.19542,0.86043,0.00135452,0.00135452,0.00135452
328,1119.16,0.32078,0.24689,0.94437,0.98177,0.96157,0.9729,0.90621,0.31533,0.2084,0.86685,0.00135254,0.00135254,0.00135254
329,1122.51,0.33667,0.25906,0.93805,0.9796,0.96429,0.97219,0.90194,0.33073,0.2112,0.86989,0.00135056,0.00135056,0.00135056
330,1126.94,0.37085,0.2873,0.94934,0.98095,0.96429,0.97234,0.91108,0.33031,0.20137,0.86602,0.00134858,0.00134858,0.00134858
331,1130.77,0.35329,0.27792,0.93121,0.98046,0.92857,0.96996,0.91002,0.33941,0.22239,0.87187,0.0013466,0.0013466,0.0013466
332,1134.54,0.3381,0.26244,0.92863,1,0.92696,0.96724,0.90512,0.33604,0.22269,0.87362,0.00134462,0.00134462,0.00134462
333,1138.09,0.34405,0.26286,0.92469,0.98146,0.94524,0.97141,0.91003,0.3139,0.20275,0.86689,0.00134264,0.00134264,0.00134264
334,1142.34,0.32723,0.26547,0.9294,1,0.9035,0.96061,0.90737,0.31447,0.21009,0.86816,0.00134066,0.00134066,0.00134066
335,1146.6,0.34555,0.27304,0.93421,0.98275,0.92857,0.96749,0.90215,0.33322,0.23031,0.87604,0.00133868,0.00133868,0.00133868
336,1150.7,0.32609,0.26057,0.93401,0.94724,0.9619,0.9698,0.90594,0.34444,0.24954,0.88419,0.0013367,0.0013367,0.0013367
337,1154.53,0.35424,0.2738,0.92544,0.98143,0.94365,0.97153,0.90068,0.36032,0.23689,0.88779,0.00133472,0.00133472,0.00133472
338,1158.16,0.3201,0.25113,0.91401,0.99749,0.91071,0.97008,0.91032,0.34763,0.20681,0.88881,0.00133274,0.00133274,0.00133274
339,1161.78,0.32125,0.25458,0.92973,0.99654,0.94643,0.97024,0.91339,0.31942,0.18819,0.87807,0.00133076,0.00133076,0.00133076
340,1165.43,0.32339,0.26397,0.91957,0.99799,0.94643,0.97041,0.90021,0.33853,0.19736,0.88034,0.00132878,0.00132878,0.00132878
341,1169.03,0.33764,0.26322,0.93346,0.9989,0.96429,0.96972,0.89708,0.3562,0.20121,0.88118,0.0013268,0.0013268,0.0013268
342,1172.84,0.34732,0.27176,0.92959,0.99821,0.96429,0.96934,0.89826,0.3504,0.20361,0.8962,0.00132482,0.00132482,0.00132482
343,1176.82,0.3325,0.24742,0.92268,0.96337,0.96429,0.97077,0.89635,0.36172,0.19934,0.91147,0.00132284,0.00132284,0.00132284
344,1180.67,0.35004,0.27174,0.94468,0.98064,0.96429,0.97409,0.91012,0.32184,0.19099,0.89506,0.00132086,0.00132086,0.00132086
345,1184.79,0.36203,0.27544,0.9289,0.98063,0.96429,0.97409,0.9169,0.31835,0.1952,0.88315,0.00131888,0.00131888,0.00131888
346,1188.66,0.35286,0.26809,0.91429,0.9804,0.96429,0.97147,0.90389,0.32501,0.1936,0.89268,0.0013169,0.0013169,0.0013169
347,1192.49,0.34695,0.25837,0.93516,0.94722,0.96145,0.96938,0.90489,0.33229,0.2182,0.89228,0.00131492,0.00131492,0.00131492
348,1196.38,0.3402,0.27166,0.94968,0.94434,0.96429,0.96798,0.90806,0.32703,0.2276,0.88919,0.00131294,0.00131294,0.00131294
349,1200.02,0.33583,0.25934,0.91841,0.94734,0.96373,0.968,0.90373,0.33282,0.22852,0.89251,0.00131096,0.00131096,0.00131096
350,1203.84,0.33935,0.25898,0.93054,0.96428,0.96413,0.96894,0.91087,0.34291,0.25273,0.892,0.00130898,0.00130898,0.00130898
351,1207.74,0.35894,0.26708,0.93925,0.97829,0.94643,0.97029,0.91824,0.31951,0.22113,0.88077,0.001307,0.001307,0.001307
352,1211.55,0.33051,0.25726,0.92824,0.98177,0.96198,0.97249,0.92412,0.32788,0.20069,0.88116,0.00130502,0.00130502,0.00130502
353,1215.26,0.34719,0.27415,0.91748,0.98155,0.96429,0.9738,0.92407,0.32197,0.19351,0.87137,0.00130304,0.00130304,0.00130304
354,1219.08,0.31645,0.2585,0.92951,0.99768,0.96429,0.97465,0.9258,0.32177,0.19896,0.86346,0.00130106,0.00130106,0.00130106
355,1222.78,0.3337,0.26166,0.94279,1,0.94184,0.97355,0.92823,0.30275,0.1994,0.86058,0.00129908,0.00129908,0.00129908
356,1226.58,0.34098,0.2649,0.91562,0.96347,0.94193,0.97122,0.92035,0.31515,0.21784,0.86299,0.0012971,0.0012971,0.0012971
357,1230.41,0.33241,0.25347,0.91076,0.99663,0.94643,0.97101,0.91998,0.33287,0.19711,0.86227,0.00129512,0.00129512,0.00129512
358,1234.16,0.33265,0.26654,0.93427,0.99152,0.92857,0.96997,0.89827,0.34337,0.20256,0.87592,0.00129314,0.00129314,0.00129314
359,1237.81,0.31721,0.24883,0.91632,0.99828,0.96429,0.97157,0.90692,0.32836,0.19333,0.86668,0.00129116,0.00129116,0.00129116
360,1241.49,0.31532,0.24453,0.9238,0.9796,0.94643,0.97264,0.91146,0.30742,0.20154,0.86144,0.00128918,0.00128918,0.00128918
361,1245.19,0.31585,0.25721,0.94132,0.9979,0.94643,0.9726,0.90992,0.3154,0.20235,0.869,0.0012872,0.0012872,0.0012872
362,1248.93,0.32782,0.25654,0.91804,0.99761,0.94643,0.96846,0.9077,0.31035,0.21045,0.87317,0.00128522,0.00128522,0.00128522
363,1252.69,0.37265,0.28115,0.92588,0.99852,0.94643,0.96957,0.91833,0.31995,0.19014,0.87006,0.00128324,0.00128324,0.00128324
364,1256.67,0.32386,0.25514,0.92372,1,0.96411,0.97356,0.9195,0.30958,0.18583,0.85951,0.00128126,0.00128126,0.00128126
365,1260.57,0.33001,0.25279,0.91355,0.99831,0.96429,0.97381,0.91239,0.30485,0.18848,0.87178,0.00127928,0.00127928,0.00127928
366,1264.52,0.34923,0.26416,0.91776,0.99949,0.96429,0.97332,0.91509,0.32582,0.19672,0.8781,0.0012773,0.0012773,0.0012773
367,1267.64,0.33566,0.25867,0.90887,0.99736,0.96429,0.97198,0.9249,0.32039,0.18597,0.87588,0.00127532,0.00127532,0.00127532
368,1270.84,0.35051,0.25857,0.94011,0.98079,0.96429,0.97013,0.90015,0.33441,0.20441,0.88031,0.00127334,0.00127334,0.00127334
